2026-08-15T08:46:46Z	1786783606	formal_capture_milestone_3	device_epoch=1786783596 byte_count=242195511 allocated_512_blocks=473512 capture_alive=true workload_alive=true burst_alive=true projected_over_500MiB=true
2026-08-15T08:47:54Z	1786783674	formal_capture_milestone_4	device_epoch=1786783664 byte_count=324806289 allocated_512_blocks=635024 capture_alive=true workload_alive=true burst_alive=true
2026-08-15T08:48:59Z	1786783739	formal_capture_milestone_5	device_epoch=1786783730 byte_count=407275666 allocated_512_blocks=796248 capture_alive=true workload_alive=true burst_alive=true
2026-08-15T08:50:12Z	1786783812	formal_capture_milestone_6	device_epoch=1786783795 byte_count=479686116 allocated_512_blocks=937816 capture_alive=true workload_alive=true burst_alive=true bytes_to_500MiB=44601884
2026-08-15T08:51:22Z	1786783882	formal_capture_milestone_7	device_epoch=1786783870 byte_count=576625113 allocated_512_blocks=1127336 exceeds_500MiB=true capture_alive=true workload_alive=true burst_alive=true
2026-08-15T08:52:38Z	1786783958	formal_capture_process_exited	cli_exit=0 natural_duration_complete=true output=StopSession_done_DestroySession_done_DONE
2026-08-15T08:53:51Z	1786784031	formal_device_artifact_fixed	device_epoch=1786783985 byte_count=674044067 allocated_bytes=674709504 exceeds_500MiB=true device_sha256=087105c0eca1b766b7907fdf044c9e19f1f571f49b96e893883eb0ccea4ff6d3 device_complete_record_sha256=f7775b0f23beb2503bb926dedf304d1e0fb393ba35545ed5d77082029bdadc51 capture_output_sha256=93c29f21fe60c39f0db88df751c75ffd1c4905001b84c01b483c2c64330bdb84 root_mount=ro runtime_verify=PASS workload_term_pids=2737,3462,2735,3460 trace_sha_after_term_unchanged=true
2026-08-15T08:54:50Z	1786784090	formal_integrity_verified	host_device_sha256_match=true trace_sha256=087105c0eca1b766b7907fdf044c9e19f1f571f49b96e893883eb0ccea4ff6d3 byte_count=674044067 host_allocated_bytes=682614784 regular_file=true sparse=false link_count=1 verifier_exit=0 segment_count=1 protobuf_packet_count=120672 payload_sha256=cdd98842be21ef9a8d2e5968f6d3369543f1a6413185caae35960ac333a701c5 integrity_json_sha256=78a36ef017e281db4ae56ff711aa1d3fc95fff3f2217efe502ce9af7aa5e488f
2026-08-15T08:56:23Z	1786784183	pinned_trace_streamer_verified	parser_sha256=e0167fbb13bf666dd589c7b27d697683bec2762ec66cefc935139e6da49ecbbf parser_revision=447a0a49a7b3b914d6e9bd00648ba5a340f6fbf6 database_sha256=9bc1a1c84a06333cf4105e91d2a7035f0b2493dea2d488fd3cecce42803c4596 database_size=675753984 quick_check=ok trace_duration_ns=598338869077 process=4437 thread=5285 sched_slice=2599251 thread_state=4965866 callstack=1867490 sqlite_verification_sha256=bc2757c5b46bef0193047e6a8292aef2e081ba4e16db58a888b2fd0607be9798
2026-08-15T08:56:23Z	1786784183	system_restore_start	target=/system/bin/hiprofilerd original_sha256=878a8837e0b7eb9f6c26735271096e80bf296f7e57765ae21752432225ad8607 remove_wrapper=true remove_shim=true reboot_required=true
2026-08-15T08:57:52Z	1786784272	system_original_restored_pre_reboot	original_sha256=878a8837e0b7eb9f6c26735271096e80bf296f7e57765ae21752432225ad8607 owner=root:shell mode=0755 selinux=u:object_r:hiprofilerd_exec:s0 renamed_original_absent=true system_shim_absent=true services_stopped=true
2026-08-15T09:00:18Z	1786784418	acquisition_complete	trace_sha256=087105c0eca1b766b7907fdf044c9e19f1f571f49b96e893883eb0ccea4ff6d3 integrity_pass=true parser_import_pass=true system_restored=true reboot_complete=true root_mount=ro original_daemon_sha256=878a8837e0b7eb9f6c26735271096e80bf296f7e57765ae21752432225ad8607 system_temp_files_absent=true service_pid=2260 plugin_pid=2241 shim_mapped=false device_restored_final_sha256=7bb8ba66104dbfbda0bdf5ad2d22febd4665e62c98e10b57d47b88946fdd304f
